Fecha,Agente Representante,Total Generado
2022-04-11,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,89105.0
2022-04-11,EMPRESA URRA S.A. E.S.P.,5261774.4
2022-04-11,EMPRESAS PUBLICAS DE CALARCA ESP,21447.449999999997
2022-04-11,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,60494142.12
2022-04-11,ENEL COLOMBIA SA ESP,37353648.88
2022-04-11,ENERCO S.A. E.S.P.,87654.33
2022-04-11,ENERGETICA S.A. E.S.P.,17336.09
2022-04-11,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176284.8
2022-04-11,ENERGIA DEL SUROESTE S.A. E.S.P.,169581.0
2022-04-11,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,38852.55
2022-04-11,ESPACIO PRODUCTIVO S.A.S. E.S.P.,166567.95
2022-04-11,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6812.03
2022-04-11,GENERADORA ALEJANDRIA S.A.S. E.S.P.,229383.97999999998
2022-04-11,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,7229892.66
2022-04-11,GENERSA S.A.S. E.S.P.,214140.0
2022-04-11,HIDROELECTRICA BARRANCAS SAS ESP,94747.0
2022-04-11,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2399561.17
2022-04-11,HIDROTOLIMA S.A. E.S.P.,171225.13999999998
2022-04-11,HZ ENERGY S.A.S. E.S.P.,112455.57
2022-04-11,IAC ENERGY S.A.S. E.S.P.,61524.38
2022-04-11,ISAGEN S.A. E.S.P.,57876311.550000004
2022-04-11,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,574981.6
2022-04-11,P.CH EL COCUYO SAS ESP,11576.989999999998
2022-04-11,PRIME TERMOFLORES S.A.S. E.S.P.,5186453.57
2022-04-11,PROELECTRICA S.A.S E.S.P.,1926112.57
2022-04-11,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,722736.0
2022-04-11,RIOPAILA ENERGÍA S.A.S. E.S.P.,57930.9
2022-04-11,RISARALDA ENERGIA S.A.S. E.S.P.,417634.0
2022-04-11,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,10876.8
2022-04-11,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,8989.11
2022-04-11,TERMO MECHERO MORRO S.A.S E.S.P ,1233277.24
2022-04-11,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,10171402.26
2022-04-11,TERMONORTE S.A.S. E.S.P.,1309782.9000000001
2022-04-11,TERMOPIEDRAS S.A. E.S.P.,8295.7
2022-04-11,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3496644.41
2022-04-11,VATIA S.A. E.S.P.,378786.01
2022-04-12,4E GROUP S.A.S E.S.P.,15265.8
2022-04-12,AES COLOMBIA & CIA. S.C.A. E.S.P.,1233739.84
2022-04-12,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,139345.86
2022-04-12,AURES BAJO S.A.S. E.S.P.,409601.80000000005
2022-04-12,BIOGAS COLOMBIA S.A.S. E.S.P ,3336.24
2022-04-12,CCG ENERGY S.A.S. E.S.P.,17822.0
2022-04-12,CELSIA COLOMBIA S.A. E.S.P.,19636597.19
2022-04-12,CEMEX ENERGY S.A.S E.S.P.,32072.399999999994
2022-04-12,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,115792.6
2022-04-12,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,36214.86
2022-04-12,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,279841.41000000003
2022-04-12,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,8200.14
2022-04-12,DEPI ENERGY S.A.S. E.S.P.,34256.490000000005
2022-04-12,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,53230.130000000005
2022-04-12,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,40997.020000000004
2022-04-12,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,437416.04999999993
2022-04-12,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,84694.20000000001
2022-04-12,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9973.49
2022-04-12,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,82951.0
2022-04-12,EMPRESA URRA S.A. E.S.P.,5265840.38
2022-04-12,EMPRESAS PUBLICAS DE CALARCA ESP,16840.77
2022-04-12,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,51227898.17
2022-04-12,ENEL COLOMBIA SA ESP,51889713.16
2022-04-12,ENERCO S.A. E.S.P.,97570.40000000002
2022-04-12,ENERGETICA S.A. E.S.P.,13110.009999999998
2022-04-12,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176260.8
2022-04-12,ENERGIA DEL SUROESTE S.A. E.S.P.,158869.40000000002
2022-04-12,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,37603.83
2022-04-12,ESPACIO PRODUCTIVO S.A.S. E.S.P.,203688.0
2022-04-12,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6632.93
2022-04-12,GENERADORA ALEJANDRIA S.A.S. E.S.P.,307109.94
2022-04-12,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,6752889.35
2022-04-12,GENERSA S.A.S. E.S.P.,267084.0
2022-04-12,HIDROELECTRICA BARRANCAS SAS ESP,93089.0
2022-04-12,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2460220.09
2022-04-12,HIDROTOLIMA S.A. E.S.P.,154735.07
2022-04-12,HZ ENERGY S.A.S. E.S.P.,97921.56
2022-04-12,IAC ENERGY S.A.S. E.S.P.,87461.85
2022-04-12,ISAGEN S.A. E.S.P.,51340778.31
2022-04-12,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,699806.61
2022-04-12,P.CH EL COCUYO SAS ESP,14267.49
2022-04-12,PRIME TERMOFLORES S.A.S. E.S.P.,7477416.290000001
2022-04-12,PROELECTRICA S.A.S E.S.P.,371105.77
2022-04-12,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,755352.0
2022-04-12,RIOPAILA ENERGÍA S.A.S. E.S.P.,122157.9
2022-04-12,RISARALDA ENERGIA S.A.S. E.S.P.,456155.0
2022-04-12,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11415.8
2022-04-12,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,13425.720000000001
2022-04-12,TERMO MECHERO MORRO S.A.S E.S.P ,1166983.13
2022-04-12,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,10392982.82
2022-04-12,TERMONORTE S.A.S. E.S.P.,1300830.0999999999
2022-04-12,TERMOPIEDRAS S.A. E.S.P.,8648.349999999999
2022-04-12,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3429180.06
2022-04-12,VATIA S.A. E.S.P.,377520.24
2022-04-13,4E GROUP S.A.S E.S.P.,13975.2
2022-04-13,AES COLOMBIA & CIA. S.C.A. E.S.P.,3325458.3800000004
2022-04-13,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,155621.3
2022-04-13,AURES BAJO S.A.S. E.S.P.,408110.0
2022-04-13,BIOGAS COLOMBIA S.A.S. E.S.P ,3245.4
2022-04-13,CCG ENERGY S.A.S. E.S.P.,17369.0
2022-04-13,CELSIA COLOMBIA S.A. E.S.P.,19661507.96
2022-04-13,CEMEX ENERGY S.A.S E.S.P.,31419.0
2022-04-13,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,123912.8
2022-04-13,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,36252.73
2022-04-13,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,197951.91999999998
2022-04-13,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,12254.41
2022-04-13,DEPI ENERGY S.A.S. E.S.P.,39227.3
2022-04-13,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,54290.0
2022-04-13,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,48083.229999999996
2022-04-13,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,415806.88
2022-04-13,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,85322.45000000001
2022-04-13,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9676.79
2022-04-13,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,87917.4
2022-04-13,EMPRESA URRA S.A. E.S.P.,5264360.550000001
2022-04-13,EMPRESAS PUBLICAS DE CALARCA ESP,41248.33
2022-04-13,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,46899784.57
2022-04-13,ENEL COLOMBIA SA ESP,40864385.89
2022-04-13,ENERCO S.A. E.S.P.,107673.43
2022-04-13,ENERGETICA S.A. E.S.P.,22390.260000000002
2022-04-13,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176258.40000000002
2022-04-13,ENERGIA DEL SUROESTE S.A. E.S.P.,167085.8
2022-04-13,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,39308.61
2022-04-13,ESPACIO PRODUCTIVO S.A.S. E.S.P.,171179.09999999998
2022-04-13,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6767.35
2022-04-13,GENERADORA ALEJANDRIA S.A.S. E.S.P.,280409.0
2022-04-13,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,5767755.510000001
2022-04-13,GENERPUTUMAYO S.A.S. E.S.P.,0.07
2022-04-13,GENERSA S.A.S. E.S.P.,268776.0
2022-04-13,HIDROELECTRICA BARRANCAS SAS ESP,46624.86
2022-04-13,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2354344.68
2022-04-13,HIDROTOLIMA S.A. E.S.P.,180763.88
2022-04-13,HZ ENERGY S.A.S. E.S.P.,87981.11
2022-04-13,IAC ENERGY S.A.S. E.S.P.,57731.619999999995
2022-04-13,ISAGEN S.A. E.S.P.,64167358.45
2022-04-13,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,859782.02
2022-04-13,P.CH EL COCUYO SAS ESP,17575.45
2022-04-13,PRIME TERMOFLORES S.A.S. E.S.P.,1084806.76
2022-04-13,PROELECTRICA S.A.S E.S.P.,2184702.73
2022-04-13,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,741096.0
2022-04-13,RIOPAILA ENERGÍA S.A.S. E.S.P.,65449.200000000004
2022-04-13,RISARALDA ENERGIA S.A.S. E.S.P.,434083.0
2022-04-13,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11702.68
2022-04-13,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,11857.56
2022-04-13,TERMO MECHERO MORRO S.A.S E.S.P ,1165568.61
2022-04-13,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,12862014.95
2022-04-13,TERMONORTE S.A.S. E.S.P.,1414868.0
2022-04-13,TERMOPIEDRAS S.A. E.S.P.,8467.51
2022-04-13,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3509692.21
2022-04-13,VATIA S.A. E.S.P.,379336.12
2022-04-14,4E GROUP S.A.S E.S.P.,13159.2
2022-04-14,AES COLOMBIA & CIA. S.C.A. E.S.P.,118589.99
2022-04-14,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,152107.38
2022-04-14,AURES BAJO S.A.S. E.S.P.,405919.5
2022-04-14,BIOGAS COLOMBIA S.A.S. E.S.P ,3208.44
2022-04-14,CCG ENERGY S.A.S. E.S.P.,14447.0
2022-04-14,CELSIA COLOMBIA S.A. E.S.P.,14939928.08
2022-04-14,CEMEX ENERGY S.A.S E.S.P.,29728.799999999996
2022-04-14,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,119728.4
2022-04-14,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,47853.64
2022-04-14,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,302290.48000000004
2022-04-14,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,10085.82
2022-04-14,DEPI ENERGY S.A.S. E.S.P.,34466.91
2022-04-14,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,52472.91
2022-04-14,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,52268.34
2022-04-14,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,459978.43
2022-04-14,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,87932.6
2022-04-14,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9791.79
2022-04-14,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,81201.0
2022-04-14,EMPRESA URRA S.A. E.S.P.,3586486.28
2022-04-14,EMPRESAS PUBLICAS DE CALARCA ESP,38095.19
2022-04-14,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,53358239.21
2022-04-14,ENEL COLOMBIA SA ESP,22927570.77
2022-04-14,ENERCO S.A. E.S.P.,110405.47
2022-04-14,ENERGETICA S.A. E.S.P.,21539.039999999997
2022-04-14,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176215.2
2022-04-14,ENERGIA DEL SUROESTE S.A. E.S.P.,168176.5
2022-04-14,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,39315.21
2022-04-14,ESPACIO PRODUCTIVO S.A.S. E.S.P.,215616.6
2022-04-14,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6806.82
2022-04-14,GENERADORA ALEJANDRIA S.A.S. E.S.P.,271679.0
2022-04-14,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,7258817.81
2022-04-14,GENERSA S.A.S. E.S.P.,198294.0
2022-04-14,HIDROELECTRICA BARRANCAS SAS ESP,88256.0
2022-04-14,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2148543.5999999996
2022-04-14,HIDROTOLIMA S.A. E.S.P.,175314.59999999998
2022-04-14,HZ ENERGY S.A.S. E.S.P.,110460.70000000001
2022-04-14,IAC ENERGY S.A.S. E.S.P.,60162.12
2022-04-14,ISAGEN S.A. E.S.P.,65263432.75
2022-04-14,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,1399429.13
2022-04-14,P.CH EL COCUYO SAS ESP,23284.65
2022-04-14,PROELECTRICA S.A.S E.S.P.,1318460.54
2022-04-14,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,709128.0
2022-04-14,RIOPAILA ENERGÍA S.A.S. E.S.P.,106648.5
2022-04-14,RISARALDA ENERGIA S.A.S. E.S.P.,344916.0
2022-04-14,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,9347.36
2022-04-14,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,11589.6
2022-04-14,TERMO MECHERO MORRO S.A.S E.S.P ,1169908.16
2022-04-14,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,9764125.41
2022-04-14,TERMONORTE S.A.S. E.S.P.,1250519.6999999997
2022-04-14,TERMOPIEDRAS S.A. E.S.P.,6758.57
2022-04-14,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3433348.4000000004
2022-04-14,VATIA S.A. E.S.P.,356878.74
2022-04-15,4E GROUP S.A.S E.S.P.,13105.2
2022-04-15,AES COLOMBIA & CIA. S.C.A. E.S.P.,260464.50999999998
2022-04-15,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,162016.48
2022-04-15,AURES BAJO S.A.S. E.S.P.,404654.7
2022-04-15,BIOGAS COLOMBIA S.A.S. E.S.P ,3121.3199999999997
2022-04-15,CCG ENERGY S.A.S. E.S.P.,13046.0
2022-04-15,CELSIA COLOMBIA S.A. E.S.P.,13449340.06
2022-04-15,CEMEX ENERGY S.A.S E.S.P.,25745.4
2022-04-15,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,115051.20000000001
2022-04-15,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,375427.17999999993
2022-04-15,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,285506.29000000004
2022-04-15,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,10738.68
2022-04-15,DEPI ENERGY S.A.S. E.S.P.,39217.119999999995
2022-04-15,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,54286.55
2022-04-15,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,48647.71
2022-04-15,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,469900.24
2022-04-15,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,86559.6
2022-04-15,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9758.210000000001
2022-04-15,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,77356.0
2022-04-15,EMPRESA URRA S.A. E.S.P.,3535857.4299999997
2022-04-15,EMPRESAS PUBLICAS DE CALARCA ESP,37334.95
2022-04-15,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,63175995.28
2022-04-15,ENEL COLOMBIA SA ESP,25627928.770000003
2022-04-15,ENERCO S.A. E.S.P.,112325.90999999999
2022-04-15,ENERGETICA S.A. E.S.P.,21176.3
2022-04-15,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176209.2
2022-04-15,ENERGIA DEL SUROESTE S.A. E.S.P.,165961.2
2022-04-15,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,38722.2
2022-04-15,ESPACIO PRODUCTIVO S.A.S. E.S.P.,207028.8
2022-04-15,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6643.639999999999
2022-04-15,GENERADORA ALEJANDRIA S.A.S. E.S.P.,249650.0
2022-04-15,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,6963492.19
2022-04-15,GENERSA S.A.S. E.S.P.,275136.0
2022-04-15,HIDROELECTRICA BARRANCAS SAS ESP,83662.97
2022-04-15,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2090948.3699999999
2022-04-15,HIDROTOLIMA S.A. E.S.P.,170517.7
2022-04-15,HZ ENERGY S.A.S. E.S.P.,134563.37
2022-04-15,IAC ENERGY S.A.S. E.S.P.,63496.009999999995
2022-04-15,ISAGEN S.A. E.S.P.,45587953.46
2022-04-15,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,1394118.33
2022-04-15,P.CH EL COCUYO SAS ESP,20759.239999999998
2022-04-15,PROELECTRICA S.A.S E.S.P.,989610.83
2022-04-15,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,706104.0
2022-04-15,RIOPAILA ENERGÍA S.A.S. E.S.P.,71517.3
2022-04-15,RISARALDA ENERGIA S.A.S. E.S.P.,393700.0
2022-04-15,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11623.039999999999
2022-04-15,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,17193.659999999996
2022-04-15,TERMO MECHERO MORRO S.A.S E.S.P ,1168151.71
2022-04-15,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,9748838.490000002
2022-04-15,TERMONORTE S.A.S. E.S.P.,1232887.1
2022-04-15,TERMOPIEDRAS S.A. E.S.P.,8243.38
2022-04-15,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3245890.4000000004
2022-04-15,VATIA S.A. E.S.P.,354413.28
2022-04-16,4E GROUP S.A.S E.S.P.,12337.800000000001
2022-04-16,AES COLOMBIA & CIA. S.C.A. E.S.P.,620787.19
2022-04-16,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,100657.18
2022-04-16,AURES BAJO S.A.S. E.S.P.,402723.10000000003
2022-04-16,BIOGAS COLOMBIA S.A.S. E.S.P ,3229.32
2022-04-16,CCG ENERGY S.A.S. E.S.P.,13604.0
2022-04-16,CELSIA COLOMBIA S.A. E.S.P.,12943983.149999999
2022-04-16,CEMEX ENERGY S.A.S E.S.P.,26875.8
2022-04-16,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,120403.8
2022-04-16,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,409437.71
2022-04-16,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,275326.97
2022-04-16,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,12416.45
2022-04-16,DEPI ENERGY S.A.S. E.S.P.,39609.59
2022-04-16,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,53045.979999999996
2022-04-16,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,16954.18
2022-04-16,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,450419.27999999997
2022-04-16,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,85110.70000000001
2022-04-16,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9682.080000000002
2022-04-16,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,83099.0
2022-04-16,EMPRESA URRA S.A. E.S.P.,4458837.44
2022-04-16,EMPRESAS PUBLICAS DE CALARCA ESP,25730.83
2022-04-16,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,52151518.01
2022-04-16,ENEL COLOMBIA SA ESP,33037146.86
2022-04-16,ENERCO S.A. E.S.P.,94714.27
2022-04-16,ENERGETICA S.A. E.S.P.,20060.11
2022-04-16,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,171680.40000000002
2022-04-16,ENERGIA DEL SUROESTE S.A. E.S.P.,158736.46
2022-04-16,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,37837.47
2022-04-16,ESPACIO PRODUCTIVO S.A.S. E.S.P.,203049.0
2022-04-16,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6560.08
2022-04-16,GENERADORA ALEJANDRIA S.A.S. E.S.P.,231959.0
2022-04-16,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,7001701.65
2022-04-16,GENERPUTUMAYO S.A.S. E.S.P.,2738.66
2022-04-16,GENERSA S.A.S. E.S.P.,284436.0
2022-04-16,HIDROELECTRICA BARRANCAS SAS ESP,81200.0
2022-04-16,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2131186.1799999997
2022-04-16,HIDROTOLIMA S.A. E.S.P.,160423.8
2022-04-16,HZ ENERGY S.A.S. E.S.P.,136474.68000000002
2022-04-16,IAC ENERGY S.A.S. E.S.P.,28600.43
2022-04-16,ISAGEN S.A. E.S.P.,58452610.68
2022-04-16,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,736262.9
2022-04-16,P.CH EL COCUYO SAS ESP,14718.18
2022-04-16,PROELECTRICA S.A.S E.S.P.,1545557.33
2022-04-16,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,741168.0
2022-04-16,RIOPAILA ENERGÍA S.A.S. E.S.P.,40735.5
2022-04-16,RISARALDA ENERGIA S.A.S. E.S.P.,379561.0
2022-04-16,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,11605.880000000001
2022-04-16,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,13578.84
2022-04-16,TERMO MECHERO MORRO S.A.S E.S.P ,1006681.2300000001
2022-04-16,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,9834451.309999999
2022-04-16,TERMONORTE S.A.S. E.S.P.,1227445.2
2022-04-16,TERMOPIEDRAS S.A. E.S.P.,7904.2699999999995
2022-04-16,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3259836.19
2022-04-16,VATIA S.A. E.S.P.,347620.77999999997
2022-04-17,4E GROUP S.A.S E.S.P.,10359.0
2022-04-17,AES COLOMBIA & CIA. S.C.A. E.S.P.,341501.36
2022-04-17,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,103974.62999999999
2022-04-17,AURES BAJO S.A.S. E.S.P.,400400.19999999995
2022-04-17,BIOGAS COLOMBIA S.A.S. E.S.P ,3490.6800000000003
2022-04-17,CCG ENERGY S.A.S. E.S.P.,7834.0
2022-04-17,CELSIA COLOMBIA S.A. E.S.P.,16296927.42
2022-04-17,CEMEX ENERGY S.A.S E.S.P.,97113.6
2022-04-17,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,117348.0
2022-04-17,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,439539.37
2022-04-17,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,237676.07
2022-04-17,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,15058.45
2022-04-17,DEPI ENERGY S.A.S. E.S.P.,39990.32000000001
2022-04-17,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,52866.14
2022-04-17,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,47609.35
2022-04-17,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,433205.9799999999
2022-04-17,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,83685.68
2022-04-17,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9665.060000000001
2022-04-17,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,78095.0
2022-04-17,EMPRESA URRA S.A. E.S.P.,5577273.63
2022-04-17,EMPRESAS PUBLICAS DE CALARCA ESP,25555.24
2022-04-17,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,48180671.809999995
2022-04-17,ENEL COLOMBIA SA ESP,23261912.919999998
2022-04-17,ENERCO S.A. E.S.P.,84244.76
2022-04-17,ENERGETICA S.A. E.S.P.,18589.96
2022-04-17,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,176233.2
2022-04-17,ENERGIA DEL SUROESTE S.A. E.S.P.,168694.2
2022-04-17,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,38692.5
2022-04-17,ESPACIO PRODUCTIVO S.A.S. E.S.P.,182628.0
2022-04-17,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6752.370000000001
2022-04-17,GENERADORA ALEJANDRIA S.A.S. E.S.P.,199537.0
2022-04-17,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,6169886.16
2022-04-17,GENERPUTUMAYO S.A.S. E.S.P.,7714.8099999999995
2022-04-17,GENERSA S.A.S. E.S.P.,280998.0
2022-04-17,HIDROELECTRICA BARRANCAS SAS ESP,78400.0
2022-04-17,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2232248.26
2022-04-17,HIDROTOLIMA S.A. E.S.P.,152463.08
2022-04-17,HZ ENERGY S.A.S. E.S.P.,114611.07
2022-04-17,ISAGEN S.A. E.S.P.,60918213.59
2022-04-17,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,803029.2
2022-04-17,P.CH EL COCUYO SAS ESP,16937.61
