Fecha,Agente Representante,Total Generado
2023-08-31,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,17217.11
2023-08-31,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,58899.0
2023-08-31,EMPRESA URRA S.A. E.S.P.,5111193.33
2023-08-31,EMPRESAS PUBLICAS DE CALARCA ESP,14791.970000000001
2023-08-31,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,49137231.15
2023-08-31,ENEL COLOMBIA SA ESP,51806636.72
2023-08-31,ENERCO S.A. E.S.P.,11734.84
2023-08-31,ENERGETICA S.A. E.S.P.,24285.15
2023-08-31,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,133569.6
2023-08-31,ENERGIA DEL SUROESTE S.A. E.S.P.,33610.799999999996
2023-08-31,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,27754.32
2023-08-31,ENERMAS SAS ESP,4110.33
2023-08-31,ERCO GENERACION S.A.S. ESP,4954.219999999999
2023-08-31,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6441.200000000001
2023-08-31,GENERADORA ALEJANDRIA S.A.S. E.S.P.,149928.0
2023-08-31,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,6344120.58
2023-08-31,GENERPUTUMAYO S.A.S. E.S.P.,4635.12
2023-08-31,GENERSA S.A.S. E.S.P.,287140.0
2023-08-31,GESTION ENERGETICA S.A. E.S.P.,3099019.0
2023-08-31,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,58267.62
2023-08-31,HIDROELECTRICA BARRANCAS SAS ESP,45673.0
2023-08-31,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1724686.88
2023-08-31,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,119319.2
2023-08-31,HIDROTOLIMA S.A. E.S.P.,157198.91999999998
2023-08-31,HZ ENERGY S.A.S. E.S.P.,86002.73000000001
2023-08-31,IAC ENERGY S.A.S. E.S.P.,62018.79
2023-08-31,ISAGEN S.A. E.S.P.,36083654.58
2023-08-31,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,1395232.67
2023-08-31,P.CH EL COCUYO SAS ESP,11536.970000000001
2023-08-31,PARQUE SOLAR LOS GIRASOLES S.A.S ESP,57786.899999999994
2023-08-31,PCH SAN BARTOLOME S.A.S. E.S.P. ,539017.36
2023-08-31,PRIME TERMOFLORES S.A.S. E.S.P.,3455465.3
2023-08-31,PRIME TERMOVALLE S.A.S EMPRESA DE SERVICIOS PUBLICOS,1502169.68
2023-08-31,PROELECTRICA S.A.S E.S.P.,1662697.8299999998
2023-08-31,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,943542.0
2023-08-31,RIOPAILA ENERGÍA S.A.S. E.S.P.,388473.0
2023-08-31,RISARALDA ENERGIA S.A.S. E.S.P.,80760.0
2023-08-31,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,4838.68
2023-08-31,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,16434.0
2023-08-31,TERMO MECHERO MORRO S.A.S E.S.P ,1367836.5
2023-08-31,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,16895739.89
2023-08-31,TERMOCANDELARIA S.A.S. - E.S.P. ,3616109.7800000003
2023-08-31,TERMONORTE S.A.S. E.S.P.,1485962.3
2023-08-31,TERMOPIEDRAS S.A. E.S.P.,93492.67
2023-08-31,TERMOTASAJERO DOS S.A. E.S.P. ,4141122.3899999997
2023-08-31,TERMOTASAJERO S.A. E.S.P.,3972042.79
2023-08-31,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3829185.5100000002
2023-08-31,UNERGY ENERGY DIGITAL S.A.S E.S.P,4909.67
2023-08-31,VATIA S.A. E.S.P.,290359.6
2023-09-01,4E GROUP S.A.S E.S.P.,14143.8
2023-09-01,AES COLOMBIA & CIA. S.C.A. E.S.P.,6620445.47
2023-09-01,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,316843.31
2023-09-01,AURES BAJO S.A.S. E.S.P.,176009.5
2023-09-01,BIOGAS COLOMBIA S.A.S. E.S.P ,1192.3200000000002
2023-09-01,CELSIA COLOMBIA S.A. E.S.P.,11980041.139999999
2023-09-01,CEMEX ENERGY S.A.S E.S.P.,77034.6
2023-09-01,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,56412.4
2023-09-01,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,92933.76
2023-09-01,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,258664.3
2023-09-01,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,99651.65
2023-09-01,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,3944074.4799999995
2023-09-01,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,10211.960000000001
2023-09-01,DEPI ENERGY S.A.S. E.S.P.,145592.44
2023-09-01,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,73044.26000000001
2023-09-01,ELECTRIFICADORA DEL META S.A. E.S.P.,5139.0
2023-09-01,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,100038.54000000001
2023-09-01,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,387092.99000000005
2023-09-01,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,25771.2
2023-09-01,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,9145.72
2023-09-01,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,61080.4
2023-09-01,EMPRESA URRA S.A. E.S.P.,4532468.99
2023-09-01,EMPRESAS PUBLICAS DE CALARCA ESP,14063.460000000001
2023-09-01,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,48576636.629999995
2023-09-01,ENEL COLOMBIA SA ESP,63378796.15
2023-09-01,ENERCO S.A. E.S.P.,12319.84
2023-09-01,ENERGETICA S.A. E.S.P.,23197.25
2023-09-01,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,128953.2
2023-09-01,ENERGIA DEL SUROESTE S.A. E.S.P.,31196.4
2023-09-01,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,27189.69
2023-09-01,ENERMAS SAS ESP,4491.54
2023-09-01,ERCO GENERACION S.A.S. ESP,6424.110000000001
2023-09-01,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6411.410000000001
2023-09-01,GENERADORA ALEJANDRIA S.A.S. E.S.P.,130135.0
2023-09-01,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,11342598.51
2023-09-01,GENERPUTUMAYO S.A.S. E.S.P.,4633.4
2023-09-01,GENERSA S.A.S. E.S.P.,287466.0
2023-09-01,GESTION ENERGETICA S.A. E.S.P.,3657497.0
2023-09-01,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,47066.28
2023-09-01,HIDROELECTRICA BARRANCAS SAS ESP,36801.68
2023-09-01,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1677757.6600000001
2023-09-01,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,117094.7
2023-09-01,HIDROTOLIMA S.A. E.S.P.,155923.72
2023-09-01,HZ ENERGY S.A.S. E.S.P.,133220.45
2023-09-01,IAC ENERGY S.A.S. E.S.P.,88522.75
2023-09-01,ISAGEN S.A. E.S.P.,34251499.730000004
2023-09-01,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,2000772.4300000002
2023-09-01,P.CH EL COCUYO SAS ESP,11113.65
2023-09-01,PARQUE SOLAR LOS GIRASOLES S.A.S ESP,62676.90000000001
2023-09-01,PCH SAN BARTOLOME S.A.S. E.S.P. ,508062.5
2023-09-01,PRIME TERMOFLORES S.A.S. E.S.P.,3219786.46
2023-09-01,PRIME TERMOVALLE S.A.S EMPRESA DE SERVICIOS PUBLICOS,1641960.06
2023-09-01,PROELECTRICA S.A.S E.S.P.,1843773.8800000004
2023-09-01,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,981234.0
2023-09-01,RIOPAILA ENERGÍA S.A.S. E.S.P.,64313.1
2023-09-01,RISARALDA ENERGIA S.A.S. E.S.P.,81945.0
2023-09-01,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,4728.68
2023-09-01,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,12596.650000000001
2023-09-01,TERMO MECHERO MORRO S.A.S E.S.P ,1398412.52
2023-09-01,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,17490406.549999997
2023-09-01,TERMOCANDELARIA S.A.S. - E.S.P. ,2173826.51
2023-09-01,TERMONORTE S.A.S. E.S.P.,1526257.2000000002
2023-09-01,TERMOPIEDRAS S.A. E.S.P.,83411.37999999999
2023-09-01,TERMOTASAJERO DOS S.A. E.S.P. ,3800012.9400000004
2023-09-01,TERMOTASAJERO S.A. E.S.P.,3973158.91
2023-09-01,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3764170.9
2023-09-01,UNERGY ENERGY DIGITAL S.A.S E.S.P,8097.5599999999995
2023-09-01,VATIA S.A. E.S.P.,276967.76999999996
2023-09-02,4E GROUP S.A.S E.S.P.,8728.8
2023-09-02,AES COLOMBIA & CIA. S.C.A. E.S.P.,17089109.18
2023-09-02,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,192302.13999999998
2023-09-02,AURES BAJO S.A.S. E.S.P.,173846.8
2023-09-02,BIOGAS COLOMBIA S.A.S. E.S.P ,3307.2
2023-09-02,CELSIA COLOMBIA S.A. E.S.P.,11425892.43
2023-09-02,CEMEX ENERGY S.A.S E.S.P.,73157.4
2023-09-02,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,57180.2
2023-09-02,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,115918.98000000001
2023-09-02,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,230762.18
2023-09-02,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,98120.47
2023-09-02,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,3938964.96
2023-09-02,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,12727.61
2023-09-02,DEPI ENERGY S.A.S. E.S.P.,26391.449999999997
2023-09-02,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,71281.25
2023-09-02,ELECTRIFICADORA DEL META S.A. E.S.P.,3658.7999999999997
2023-09-02,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,75826.38
2023-09-02,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,373132.88
2023-09-02,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,27583.809999999998
2023-09-02,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,11754.15
2023-09-02,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,61789.5
2023-09-02,EMPRESA URRA S.A. E.S.P.,3024472.39
2023-09-02,EMPRESAS PUBLICAS DE CALARCA ESP,9927.14
2023-09-02,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,37539014.190000005
2023-09-02,ENEL COLOMBIA SA ESP,42514301.27
2023-09-02,ENERCO S.A. E.S.P.,13049.38
2023-09-02,ENERGETICA S.A. E.S.P.,21959.18
2023-09-02,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,126439.2
2023-09-02,ENERGIA DEL SUROESTE S.A. E.S.P.,30212.6
2023-09-02,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,20096.34
2023-09-02,ENERMAS SAS ESP,2742.59
2023-09-02,ERCO GENERACION S.A.S. ESP,3741.4900000000002
2023-09-02,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6004.55
2023-09-02,GENERADORA ALEJANDRIA S.A.S. E.S.P.,155419.94
2023-09-02,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,12895350.77
2023-09-02,GENERPUTUMAYO S.A.S. E.S.P.,4780.58
2023-09-02,GENERSA S.A.S. E.S.P.,290685.0
2023-09-02,GESTION ENERGETICA S.A. E.S.P.,3906283.2
2023-09-02,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,27096.18
2023-09-02,HIDROELECTRICA BARRANCAS SAS ESP,41049.0
2023-09-02,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1736856.58
2023-09-02,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,116579.29999999999
2023-09-02,HIDROTOLIMA S.A. E.S.P.,159017.47
2023-09-02,HZ ENERGY S.A.S. E.S.P.,116891.5
2023-09-02,IAC ENERGY S.A.S. E.S.P.,46684.590000000004
2023-09-02,ISAGEN S.A. E.S.P.,45815407.43
2023-09-02,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,1849729.49
2023-09-02,P.CH EL COCUYO SAS ESP,14420.45
2023-09-02,PARQUE SOLAR LOS GIRASOLES S.A.S ESP,41851.0
2023-09-02,PCH SAN BARTOLOME S.A.S. E.S.P. ,565917.4600000001
2023-09-02,PRIME TERMOFLORES S.A.S. E.S.P.,2688540.75
2023-09-02,PRIME TERMOVALLE S.A.S EMPRESA DE SERVICIOS PUBLICOS,2246295.4699999997
2023-09-02,PROELECTRICA S.A.S E.S.P.,1316180.1
2023-09-02,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,1067166.0
2023-09-02,RIOPAILA ENERGÍA S.A.S. E.S.P.,379649.10000000003
2023-09-02,RISARALDA ENERGIA S.A.S. E.S.P.,78569.0
2023-09-02,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,4934.6
2023-09-02,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,17526.589999999997
2023-09-02,TERMO MECHERO MORRO S.A.S E.S.P ,1398435.4500000002
2023-09-02,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,16616904.09
2023-09-02,TERMOCANDELARIA S.A.S. - E.S.P. ,3259976.48
2023-09-02,TERMONORTE S.A.S. E.S.P.,1523424.3
2023-09-02,TERMOPIEDRAS S.A. E.S.P.,81758.29
2023-09-02,TERMOTASAJERO DOS S.A. E.S.P. ,4125911.94
2023-09-02,TERMOTASAJERO S.A. E.S.P.,3971853.59
2023-09-02,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3816688.52
2023-09-02,UNERGY ENERGY DIGITAL S.A.S E.S.P,3214.38
2023-09-02,VATIA S.A. E.S.P.,294081.84
2023-09-03,4E GROUP S.A.S E.S.P.,14905.800000000001
2023-09-03,AES COLOMBIA & CIA. S.C.A. E.S.P.,3017510.77
2023-09-03,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,382768.47000000003
2023-09-03,AURES BAJO S.A.S. E.S.P.,170889.7
2023-09-03,BIOGAS COLOMBIA S.A.S. E.S.P ,3238.3199999999997
2023-09-03,CELSIA COLOMBIA S.A. E.S.P.,10319138.0
2023-09-03,CEMEX ENERGY S.A.S E.S.P.,69429.6
2023-09-03,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,53880.2
2023-09-03,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,120097.04999999999
2023-09-03,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,287358.94
2023-09-03,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,107576.36
2023-09-03,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP,3070.2
2023-09-03,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,3944525.19
2023-09-03,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,12617.54
2023-09-03,DEPI ENERGY S.A.S. E.S.P.,19640.479999999996
2023-09-03,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,58965.42
2023-09-03,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,87829.99
2023-09-03,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,400971.1
2023-09-03,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,35663.3
2023-09-03,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,10693.85
2023-09-03,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,54956.3
2023-09-03,EMPRESA URRA S.A. E.S.P.,3024717.3200000003
2023-09-03,EMPRESAS PUBLICAS DE CALARCA ESP,11195.92
2023-09-03,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,32095910.56
2023-09-03,ENEL COLOMBIA SA ESP,53535438.55
2023-09-03,ENERCO S.A. E.S.P.,18260.07
2023-09-03,ENERGETICA S.A. E.S.P.,22063.86
2023-09-03,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,124540.79999999999
2023-09-03,ENERGIA DEL SUROESTE S.A. E.S.P.,30956.200000000004
2023-09-03,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,27699.54
2023-09-03,ENERMAS SAS ESP,2692.1600000000003
2023-09-03,ERCO GENERACION S.A.S. ESP,11094.439999999999
2023-09-03,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,6119.75
2023-09-03,GENERADORA ALEJANDRIA S.A.S. E.S.P.,130691.98
2023-09-03,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,12380362.4
2023-09-03,GENERPUTUMAYO S.A.S. E.S.P.,4620.66
2023-09-03,GENERSA S.A.S. E.S.P.,289319.0
2023-09-03,GESTION ENERGETICA S.A. E.S.P.,3871292.4
2023-09-03,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,60775.2
2023-09-03,HIDROELECTRICA BARRANCAS SAS ESP,37318.729999999996
2023-09-03,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,1720572.2
2023-09-03,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,128033.2
2023-09-03,HIDROTOLIMA S.A. E.S.P.,158145.75
2023-09-03,HZ ENERGY S.A.S. E.S.P.,138559.40000000002
2023-09-03,IAC ENERGY S.A.S. E.S.P.,81024.04000000001
2023-09-03,ISAGEN S.A. E.S.P.,23482723.37
2023-09-03,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,1217877.3599999999
2023-09-03,P.CH EL COCUYO SAS ESP,13468.099999999999
2023-09-03,PARQUE SOLAR LOS GIRASOLES S.A.S ESP,46868.35
2023-09-03,PCH SAN BARTOLOME S.A.S. E.S.P. ,851104.51
2023-09-03,PRIME TERMOFLORES S.A.S. E.S.P.,2774554.5100000002
2023-09-03,PRIME TERMOVALLE S.A.S EMPRESA DE SERVICIOS PUBLICOS,1929369.8599999999
2023-09-03,PROELECTRICA S.A.S E.S.P.,1975762.34
2023-09-03,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,1076346.0
2023-09-03,RIOPAILA ENERGÍA S.A.S. E.S.P.,396303.0
2023-09-03,RISARALDA ENERGIA S.A.S. E.S.P.,98471.0
2023-09-03,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,5293.639999999999
2023-09-03,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,17021.69
2023-09-03,TERMO MECHERO MORRO S.A.S E.S.P ,1398899.78
2023-09-03,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,16690302.209999999
2023-09-03,TERMOCANDELARIA S.A.S. - E.S.P. ,2115356.62
2023-09-03,TERMONORTE S.A.S. E.S.P.,1532489.1
2023-09-03,TERMOPIEDRAS S.A. E.S.P.,80137.45999999999
2023-09-03,TERMOTASAJERO DOS S.A. E.S.P. ,4136773.4799999995
2023-09-03,TERMOTASAJERO S.A. E.S.P.,3972874.2
2023-09-03,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3814873.9699999997
2023-09-03,UNERGY ENERGY DIGITAL S.A.S E.S.P,5119.75
2023-09-03,VATIA S.A. E.S.P.,290080.32
2023-09-04,4E GROUP S.A.S E.S.P.,12940.8
2023-09-04,AES COLOMBIA & CIA. S.C.A. E.S.P.,15101049.049999999
2023-09-04,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,323597.66
2023-09-04,AURES BAJO S.A.S. E.S.P.,308791.80000000005
2023-09-04,BIOGAS COLOMBIA S.A.S. E.S.P ,4303.8
2023-09-04,CELSIA COLOMBIA S.A. E.S.P.,12531425.78
2023-09-04,CEMEX ENERGY S.A.S E.S.P.,79916.4
2023-09-04,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,66580.79999999999
2023-09-04,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,137693.23
2023-09-04,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,272793.87000000005
2023-09-04,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,118842.15
2023-09-04,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,3942591.8
2023-09-04,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,15223.78
2023-09-04,DEPI ENERGY S.A.S. E.S.P.,44340.12
2023-09-04,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,69816.22
2023-09-04,ELECTRIFICADORA DEL META S.A. E.S.P.,156.6
2023-09-04,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,66946.62
2023-09-04,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,412624.02
2023-09-04,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,51934.11
2023-09-04,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,10618.87
2023-09-04,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,53919.1
2023-09-04,EMPRESA URRA S.A. E.S.P.,4534618.21
2023-09-04,EMPRESAS PUBLICAS DE CALARCA ESP,14577.71
2023-09-04,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,45294602.94
2023-09-04,ENEL COLOMBIA SA ESP,38789725.84
2023-09-04,ENERCO S.A. E.S.P.,14992.0
2023-09-04,ENERGETICA S.A. E.S.P.,21470.170000000002
2023-09-04,ENERGIA DEL RIO PIEDRAS S.A. E.S.P,146482.8
2023-09-04,ENERGIA DEL SUROESTE S.A. E.S.P.,58909.58
2023-09-04,ENERGIA RENOVABLE DE COLOMBIA S.A. E.S.P.,34000.56
2023-09-04,ENERMAS SAS ESP,3094.06
2023-09-04,ERCO GENERACION S.A.S. ESP,6050.509999999999
2023-09-04,ESPACIO PRODUCTIVO S.A.S. E.S.P.,20264.85
2023-09-04,FUENTES DE ENERGIAS RENOVABLES S.A.S. E.S.P.,5780.280000000001
2023-09-04,GENERADORA ALEJANDRIA S.A.S. E.S.P.,97284.94
2023-09-04,GENERADORA Y COMERCIALIZADORA DE ENERGIA DEL CARIBE S.A. E.S.P.,11370205.370000001
2023-09-04,GENERPUTUMAYO S.A.S. E.S.P.,4704.34
2023-09-04,GENERSA S.A.S. E.S.P.,260914.0
2023-09-04,GESTION ENERGETICA S.A. E.S.P.,3907140.1
2023-09-04,GREENYELLOW COMERCIALIZADORA S.A.S. E.S.P.,52223.34
2023-09-04,HIDROELECTRICA BARRANCAS SAS ESP,42940.0
2023-09-04,HIDROELECTRICA DEL ALTO PORCE S.A.S. E.S.P.,2212933.92
2023-09-04,HIDROENERGIA DE LA MONTAÑA S.A.S E.S.P,162330.6
2023-09-04,HIDROTOLIMA S.A. E.S.P.,135323.1
2023-09-04,HZ ENERGY S.A.S. E.S.P.,137333.84
2023-09-04,IAC ENERGY S.A.S. E.S.P.,66456.34
2023-09-04,ISAGEN S.A. E.S.P.,38838993.66
2023-09-04,NITRO ENERGY COLOMBIA S.A.S. E.S.P.,1303384.19
2023-09-04,P.CH EL COCUYO SAS ESP,11381.14
2023-09-04,PARQUE SOLAR LOS GIRASOLES S.A.S ESP,61923.3
2023-09-04,PCH SAN BARTOLOME S.A.S. E.S.P. ,708445.7699999999
2023-09-04,PRIME TERMOFLORES S.A.S. E.S.P.,3076832.81
2023-09-04,PRIME TERMOVALLE S.A.S EMPRESA DE SERVICIOS PUBLICOS,2631521.5300000003
2023-09-04,PROELECTRICA S.A.S E.S.P.,1320287.8599999999
2023-09-04,PROYECTOS ENERGETICOS DEL CAUCA S.A. E.S.P.,1067436.0
2023-09-04,RIOPAILA ENERGÍA S.A.S. E.S.P.,346206.3
2023-09-04,RISARALDA ENERGIA S.A.S. E.S.P.,114836.0
2023-09-04,SANTA FE ENERGY ZOMAC S.A.S. E.S.P.,4949.120000000001
2023-09-04,SPECTRUM RENOVAVEIS S.A.S. E.S.P.,18107.39
2023-09-04,TERMO MECHERO MORRO S.A.S E.S.P ,1399163.92
2023-09-04,TERMOBARRANQUILLA S.A. EMPRESA DE SERVICIOS PUBLICOS,17658032.55
2023-09-04,TERMONORTE S.A.S. E.S.P.,1541809.5
2023-09-04,TERMOPIEDRAS S.A. E.S.P.,68960.64
2023-09-04,TERMOTASAJERO DOS S.A. E.S.P. ,4132596.2600000002
2023-09-04,TERMOTASAJERO S.A. E.S.P.,3974870.09
2023-09-04,TERMOYOPAL GENERACION 2 S.A.S E.S.P.,3830871.81
2023-09-04,UNERGY ENERGY DIGITAL S.A.S E.S.P,5240.61
2023-09-04,VATIA S.A. E.S.P.,328926.55000000005
2023-09-05,4E GROUP S.A.S E.S.P.,12417.6
2023-09-05,AES COLOMBIA & CIA. S.C.A. E.S.P.,16608090.66
2023-09-05,ATLÁNTICA COLOMBIA S.A.S. E.S.P.,375577.49
2023-09-05,AURES BAJO S.A.S. E.S.P.,190741.8
2023-09-05,BIOGAS COLOMBIA S.A.S. E.S.P ,4578.719999999999
2023-09-05,CELSIA COLOMBIA S.A. E.S.P.,17567653.03
2023-09-05,CEMEX ENERGY S.A.S E.S.P.,88815.6
2023-09-05,CENTRAL HIDROELÉCTRICA CONCORDIA S.A.S. E.S.P.,53746.0
2023-09-05,CENTRAL HIDROELÉCTRICA ZEUS SAS ESP,98977.04999999999
2023-09-05,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,340215.11999999994
2023-09-05,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,99125.3
2023-09-05,COMPAÑÍA ELÉCTRICA DE SOCHAGOTA  S.A. E.S.P.,3938559.63
2023-09-05,COMPAÑÍA INTEGRAL ENERGETICA S.A.S E.S.P,12623.5
2023-09-05,DEPI ENERGY S.A.S. E.S.P.,134632.74
2023-09-05,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,72363.73000000001
2023-09-05,ELECTRIFICADORA DEL META S.A. E.S.P.,571.2
2023-09-05,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,61881.70000000001
2023-09-05,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,398511.49
2023-09-05,EMPRESA DE GENERACION Y PROMOCION DE ENERGIA DE ANTIOQUIA S.A. E.S.P.,30708.929999999997
2023-09-05,EMPRESA GENERADORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA DE COLOMBIA S.A. E.S.P.,10457.64
2023-09-05,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,58429.4
